emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
attorney ,10,OK,MORTGAGE,212000,Source Verified,11.96,227000,Not Verified,11.37,0,NA,2000,1,45,14,376883,142365,0,0,NA,0,0,4,3,6,14,0,0,4,72000,15,9,5,4,100,0,0,debt_consolidation,joint,25000,36,9.43,800.01,B,B1,Feb-2018,Current,fractional,Cash,22557.19,3186.94,2442.81,744.13,0
hr coordinator,10,LA,RENT,70000,Source Verified,5.81,NA,,NA,0,NA,2005,1,16,10,58069,15746,0,0,NA,0,278,1,5,10,10,0,0,5,46500,10,9,5,0,100,0,0,debt_consolidation,individual,10000,60,10.42,214.55,B,B3,Jan-2018,Current,whole,Cash,9350.23,1058.28,649.77,408.51,0
driver,10,TX,MORTGAGE,100000,Not Verified,15.59,NA,,NA,0,NA,1999,2,16,6,95723,59436,0,1,NA,0,0,2,2,11,6,0,0,3,26300,6,4,3,3,100,0,1,debt_consolidation,individual,10000,36,5.31,301.11,A,A1,Mar-2018,Current,whole,DirectPay,9226.01,900.38,773.99,126.39,0
customer service,10,AR,RENT,50000,Not Verified,23.46,NA,,NA,0,NA,1997,1,15,8,59240,31856,0,0,NA,0,1550,2,2,10,8,0,0,3,19300,9,6,5,0,100,0,0,medical,individual,6000,36,7.35,186.23,A,A4,Feb-2018,Current,whole,Cash,5396.56,740.02,603.44,136.58,0
senior principle associate,2,VA,MORTGAGE,130000,Source Verified,12.44,226000,Not Verified,17.32,0,27,1996,2,19,14,470893,82425,0,0,NA,0,0,1,3,7,14,0,0,5,82600,16,12,6,2,94.7,0,0,credit_card,joint,29825,36,6.08,908.42,A,A2,Jan-2018,Current,whole,Cash,25999.9,4521.95,3825.1,696.85,0
server,0,MO,OWN,15600,Not Verified,10.92,NA,,NA,0,NA,1999,0,14,7,40229,38494,0,0,NA,0,0,2,2,18,7,0,0,3,4000,10,5,4,0,92.9,0,0,debt_consolidation,individual,5000,36,14.08,171.09,C,C3,Feb-2018,Current,whole,DirectPay,4542.33,680.45,457.67,222.78,0
maintenance supervisor,10,OH,MORTGAGE,90000,Source Verified,19.35,NA,,NA,0,NA,2010,0,15,10,136545,49392,0,0,NA,0,0,2,6,13,10,NA,0,3,11200,8,7,6,1,100,0,0,debt_consolidation,individual,24000,60,13.59,553.35,C,C2,Jan-2018,Current,whole,Cash,22560,2730.51,1440,1290.51,0
cut up,2,MO,MORTGAGE,30000,Verified,26.56,NA,,NA,0,NA,2006,0,25,16,122100,27587,0,0,NA,0,0,5,8,14,16,0,0,4,24500,15,10,7,3,100,0,0,credit_card,individual,4800,36,7.96,150.33,A,A5,Mar-2018,Current,whole,Cash,4442.17,448.87,357.83,91.04,0
,NA,NC,MORTGAGE,78000,Verified,21.76,NA,,NA,0,25,2006,0,14,8,304994,55468,0,0,NA,0,0,5,2,NA,8,0,0,1,7000,3,2,2,1,64.3,0,0,debt_consolidation,individual,28000,36,11.99,929.87,B,B5,Jan-2018,In Grace Period,whole,Cash,25360.35,3700.83,2639.65,1061.18,0
project manager,0,MN,RENT,70000,Source Verified,9.87,NA,,NA,0,67,2006,2,12,9,41599,21657,0,0,NA,0,0,1,7,0,9,0,0,4,14200,8,8,4,0,91.7,0,0,debt_consolidation,individual,14000,36,10.91,457.75,B,B4,Feb-2018,Current,fractional,Cash,12999.56,1356.28,1000.44,355.84,0
sonographer ,10,TX,MORTGAGE,60000,Verified,11.68,100000,Verified,10.45,0,52,2000,0,26,11,77640,17763,0,0,NA,0,0,0,3,NA,11,0,0,3,10000,19,10,8,3,96.2,0,0,debt_consolidation,joint,26000,60,29.69,836.25,F,F2,Mar-2018,Current,whole,Cash,25406.66,2422.98,593.34,1829.64,0
,NA,CO,RENT,33918,Verified,56.69,80298,Verified,27,1,8,2002,7,14,11,82482,64995,0,0,8,0,0,4,3,5,11,0,0,6,21800,8,7,7,0,100,0,0,medical,joint,3000,36,21.45,113.72,D,D5,Feb-2018,Current,whole,Cash,2753.1,453.09,246.9,206.19,0
claims adjuster,3,NC,MORTGAGE,85000,Source Verified,20.23,NA,,NA,0,NA,2000,1,29,17,107874,49041,0,0,NA,0,0,5,9,3,17,0,0,8,34000,14,11,8,2,100,0,0,debt_consolidation,individual,20000,60,17.47,502.12,D,D1,Mar-2018,Current,whole,Cash,19357.88,1486.95,642.12,844.83,0
office manager,3,NJ,MORTGAGE,38000,Verified,37.62,NA,,NA,0,31,2013,0,9,8,62261,34858,0,1,NA,0,0,3,2,13,8,0,0,3,5100,5,5,4,0,88.9,0,1,small_business,individual,17950,60,26.3,540.63,E,E5,Feb-2018,Current,fractional,Cash,17341.45,2110.07,608.55,1501.52,0
business manager,10,OR,MORTGAGE,117000,Source Verified,25.12,NA,,NA,0,NA,1990,0,25,15,346895,95909,0,0,NA,0,0,3,6,16,15,0,0,4,57200,14,11,7,3,100,0,0,credit_card,individual,35000,36,5.31,1053.86,A,A1,Mar-2018,Current,whole,DirectPay,32291.09,3151.26,2708.91,442.35,0
,NA,VA,OWN,50000,Not Verified,28.38,NA,,NA,2,6,1999,2,51,24,280765,212725,0,0,NA,0,0,2,5,4,24,0,0,8,97200,36,22,10,2,92,0,0,credit_card,individual,14000,36,10.91,457.75,B,B4,Feb-2018,Current,whole,Cash,12660,1814.03,1340,474.03,0
accountant,1,CO,RENT,70000,Source Verified,10.94,NA,,NA,0,72,2004,2,47,16,71138,18689,0,0,NA,0,0,3,8,3,16,0,0,4,36200,36,13,5,0,95.7,0,0,debt_consolidation,individual,15600,36,10.42,506.45,B,B3,Jan-2018,Current,whole,Cash,13712.55,2514.19,1887.45,626.74,0
pipelayer/construction laborer,10,CA,MORTGAGE,90000,Not Verified,24.24,NA,,NA,1,59,1990,3,22,11,406204,59342,0,0,13,0,0,4,6,4,11,NA,0,2,14300,11,6,5,2,91,0,0,home_improvement,individual,6000,36,7.97,187.94,A,A5,Jan-2018,Current,whole,Cash,5249.65,937.04,750.35,186.69,0
spray painter,6,WA,RENT,65000,Source Verified,27.58,NA,,NA,0,NA,2005,1,24,12,81595,70626,0,0,NA,0,0,1,5,3,12,0,0,6,13000,17,11,10,0,100,0,0,car,individual,6500,36,12.61,217.8,C,C1,Mar-2018,Current,fractional,Cash,6046.78,615.38,453.22,162.16,0
relationship manager,0,IL,RENT,85000,Source Verified,14.08,NA,,NA,0,31,2008,3,40,15,171659,116962,0,0,NA,0,0,4,5,2,15,0,0,3,34200,16,11,4,0,97.4,0,0,debt_consolidation,individual,30000,60,13.58,691.54,C,C2,Mar-2018,Current,whole,Cash,29291.94,1360.45,708.06,652.39,0
office administrator,5,NJ,RENT,73000,Not Verified,17.75,NA,,NA,0,NA,2006,0,19,10,71684,44532,0,0,NA,0,0,2,1,18,10,0,0,4,24800,12,8,5,0,100,0,0,debt_consolidation,individual,14000,60,9.93,296.98,B,B2,Jan-2018,Current,whole,Cash,13079.24,1477.18,920.76,556.42,0
auditor,2,CA,RENT,83043,Verified,17.27,NA,,NA,0,NA,2005,1,22,16,95948,80968,0,0,NA,0,0,2,8,11,16,0,0,7,23200,19,14,10,0,100,0,0,debt_consolidation,individual,30000,36,13.59,1019.37,C,C2,Feb-2018,Current,whole,Cash,27234.99,4020.86,2765.01,1255.85,0
teacher,10,NJ,MORTGAGE,60000,Source Verified,31.18,180000,Source Verified,31.73,0,74,2000,0,21,11,311400,90756,0,0,74,0,0,4,4,19,11,0,0,3,22800,12,6,4,3,95.2,0,0,credit_card,joint,38000,36,19.42,1401.02,D,D3,Mar-2018,Current,whole,Cash,35603.47,4162.06,2396.53,1765.53,0
graphic artist,5,CA,RENT,96000,Not Verified,9.43,NA,,NA,0,NA,2003,0,10,5,51284,18458,0,0,NA,0,0,1,1,NA,5,0,0,2,32100,5,3,2,0,100,0,0,debt_consolidation,individual,10000,36,6.72,307.5,A,A3,Jan-2018,Current,fractional,Cash,8728.33,1513.24,1271.67,241.57,0
sales,7,CO,MORTGAGE,20000,Verified,18.73,NA,,NA,0,NA,2007,0,18,10,14032,8964,0,0,NA,0,0,1,1,NA,10,0,0,1,2000,9,9,5,0,100,0,0,debt_consolidation,individual,5400,36,15.05,187.33,C,C4,Feb-2018,Current,whole,Cash,4912.5,744.8,487.5,257.3,0
sale representative,1,VA,MORTGAGE,54000,Not Verified,22.62,NA,,NA,0,NA,1996,1,19,14,90276,58883,0,0,NA,0,0,3,5,9,14,0,0,5,40100,14,11,8,0,100,0,0,credit_card,individual,11200,60,15.04,266.69,C,C4,Mar-2018,Current,whole,Cash,10945.78,524.02,254.22,269.8,0
secretary,10,CA,RENT,70000,Source Verified,17.3,120000,Source Verified,10.49,0,NA,2004,4,31,5,59042,50345,0,0,NA,0,0,2,6,4,5,0,0,1,9000,20,3,2,0,100,0,0,other,joint,18000,36,20,668.95,D,D4,Jan-2018,Current,fractional,Cash,16486.89,2655.8,1513.11,1142.69,0
rental navigator,2,SC,MORTGAGE,80000,Verified,22.16,NA,,NA,0,NA,2004,2,22,11,492583,67189,0,1,NA,0,0,3,8,2,11,0,0,4,27200,7,6,4,2,100,0,1,debt_consolidation,individual,18000,60,13.58,414.92,C,C2,Feb-2018,Current,whole,Cash,17359.14,1231.18,640.86,590.32,0
registered nurse,7,NY,OWN,73000,Source Verified,9.06,NA,,NA,0,NA,2004,3,9,7,19601,11308,0,0,NA,0,3695,1,6,2,7,0,0,1,1000,6,6,6,0,100,0,0,home_improvement,individual,20000,36,11.99,664.2,B,B5,Feb-2018,Current,whole,Cash,18114.51,2643.48,1885.49,757.99,0
program coordinator,10,FL,RENT,65000,Not Verified,33.22,NA,,NA,0,40,2004,1,30,19,157340,65335,0,0,NA,0,0,5,2,4,19,0,0,7,75500,22,14,7,0,93.3,0,0,debt_consolidation,individual,26000,60,11.98,578.1,B,B5,Feb-2018,Current,whole,Cash,24706.66,2295.1,1293.34,1001.76,0
property manger,9,GA,RENT,70000,Source Verified,22.99,NA,,NA,1,12,2006,0,15,14,54900,31735,0,1,NA,0,0,2,3,17,14,0,0,7,13900,12,12,10,1,93.3,1,0,debt_consolidation,individual,16000,36,21.45,606.51,D,D5,Feb-2018,Current,fractional,Cash,14683.17,2406.97,1316.83,1090.14,0
owner,2,CA,MORTGAGE,90000,Verified,30.31,NA,,NA,2,1,1987,0,16,9,478064,87422,0,0,NA,1,0,3,1,19,8,NA,1,2,14000,10,5,4,2,81,0,0,other,individual,18000,60,16.02,437.92,C,C5,Jan-2018,Current,whole,Cash,16986.44,2173.58,1013.56,1160.02,0
owner,10,FL,OWN,80000,Verified,0.78,100000,Source Verified,0.92,0,NA,1995,0,13,2,33000,1695,0,0,NA,0,0,0,0,NA,2,0,0,1,18000,12,2,2,1,100,0,0,moving,joint,40000,36,6.71,1229.79,A,A3,Feb-2018,Current,whole,Cash,36964.72,3674.46,3035.28,639.18,0
warehouse,4,TX,OWN,31200,Source Verified,17.95,NA,,NA,0,NA,2007,0,15,5,36266,18283,0,0,NA,0,0,0,0,22,5,0,0,2,23500,7,4,3,0,100,0,0,small_business,individual,21275,60,14.08,495.92,C,C3,Jan-2018,Current,whole,Cash,20014.29,2446.32,1260.71,1185.61,0
host,0,NY,RENT,40000,Source Verified,9.27,NA,,NA,0,NA,2014,0,9,8,13200,6537,0,0,NA,0,0,1,5,19,8,0,0,2,7500,8,7,7,0,100,0,0,debt_consolidation,individual,6800,36,18.06,246.05,D,D2,Feb-2018,Current,fractional,Cash,6212.05,977.38,587.95,389.43,0
service manager,10,MN,MORTGAGE,52000,Verified,18.56,NA,,NA,0,NA,2004,0,15,9,132109,29165,0,0,NA,0,0,0,0,NA,9,0,0,6,33400,7,7,7,3,100,0,0,debt_consolidation,individual,27225,36,10.91,890.16,B,B4,Feb-2018,Current,whole,Cash,24619.17,3527.64,2605.83,921.81,0
customer service ,4,WI,MORTGAGE,46000,Not Verified,37.44,211000,Not Verified,15.51,0,70,1985,3,22,10,52852,31151,0,0,NA,0,0,0,4,7,10,0,0,3,29600,10,8,6,2,90.9,0,0,other,joint,36000,36,20.39,1345.06,D,D4,Mar-2018,Current,whole,Cash,33762.33,3994.4,2237.67,1756.73,0
caretaker,4,ME,OWN,71000,Not Verified,19.74,NA,,NA,0,NA,1992,1,22,15,343590,41527,0,0,NA,0,0,2,4,6,15,0,0,2,32700,17,12,8,1,100,0,0,credit_card,individual,12000,36,5.32,361.38,A,A1,Jan-2018,Fully Paid,whole,Cash,0,12008.8633333331,12000,8.86,0
order speacailist,10,CT,RENT,120000,Source Verified,30.79,NA,,NA,0,NA,1998,1,34,20,158814,76442,0,0,NA,0,0,4,6,12,20,0,0,3,37100,23,16,4,0,100,0,0,credit_card,individual,8550,36,15.05,296.6,C,C4,Jan-2018,Current,fractional,Cash,7579.11,1475.85,970.89,504.96,0
team lead,4,FL,RENT,37500,Verified,28.58,NA,,NA,0,NA,2014,3,9,7,45420,40615,0,0,NA,0,0,1,3,8,7,0,0,2,4000,7,6,4,0,100,0,0,debt_consolidation,individual,8000,36,15.04,277.48,C,C4,Mar-2018,Current,whole,Cash,7461.67,825.76,538.33,287.43,0
loan assistant,1,MO,MORTGAGE,23000,Verified,39.72,93000,Source Verified,20.48,0,NA,2005,1,35,12,76145,36998,0,0,NA,0,0,2,4,7,12,0,0,1,8000,19,10,3,2,100,0,0,debt_consolidation,joint,21500,36,6.72,661.11,A,A3,Feb-2018,Current,whole,Cash,19217.23,2728.39,2282.77,445.62,0
coordinator of fire services,7,TX,MORTGAGE,60000,Verified,27.78,124000,Verified,19.03,0,71,1989,2,19,13,263009,48701,0,0,NA,0,0,8,7,2,13,0,0,2,8400,6,4,4,2,94.4,0,0,debt_consolidation,joint,16000,60,20.39,427.39,D,D4,Feb-2018,Current,whole,Cash,15361.87,1673.31,638.13,1035.18,0
security guard ,2,LA,RENT,50000,Not Verified,20.81,NA,,NA,2,22,2002,3,16,8,25001,21837,0,0,19,0,0,4,6,3,8,NA,0,4,7700,6,4,4,0,63,0,0,debt_consolidation,individual,7475,36,18.06,270.47,D,D2,Feb-2018,Current,whole,Cash,6828.71,1074.38,646.29,428.09,0
machine operator,5,IN,OWN,50000,Not Verified,17.26,NA,,NA,0,NA,2013,2,14,9,39289,22712,0,0,NA,0,0,2,3,7,9,NA,0,2,9500,11,7,3,0,100,0,0,credit_card,individual,9000,36,7.97,281.91,A,A5,Feb-2018,Current,whole,Cash,8102.57,1117.68,897.43,220.25,0
attorney/partner ,10,FL,MORTGAGE,485000,Verified,18.05,NA,,NA,0,NA,1992,11,35,20,1552212,394812,0,0,NA,0,0,7,9,3,20,0,0,4,131200,11,10,6,4,100,0,0,debt_consolidation,individual,30000,60,11.99,667.19,B,B5,Jan-2018,Current,whole,Cash,28508.06,2668.52,1491.94,1176.58,0
worker,3,NY,RENT,23000,Not Verified,30.03,NA,,NA,0,NA,1994,1,17,9,41819,14990,0,0,NA,0,0,1,3,6,9,0,0,3,21200,14,7,4,0,100,0,0,credit_card,individual,16125,60,14.08,375.87,C,C3,Feb-2018,Current,whole,Cash,15365.08,1478.25,759.92,718.33,0
deputy,10,KS,MORTGAGE,88000,Not Verified,38.22,NA,,NA,0,68,2004,0,17,8,199858,137832,0,0,68,0,0,4,6,15,8,0,0,1,14300,4,4,3,3,94.1,0,0,credit_card,individual,7300,36,6.08,222.35,A,A2,Feb-2018,Current,whole,DirectPay,6552.89,886.93,747.11,139.82,0
senior case manager,5,FL,RENT,60000,Verified,21.96,NA,,NA,0,66,2002,3,23,15,67333,51092,0,0,60,0,0,3,6,3,15,NA,0,8,12650,12,12,11,0,96,0,0,credit_card,individual,7200,36,10.42,233.75,B,B3,Jan-2018,Current,fractional,Cash,6328.85,1160.41,871.15,289.26,0
operator,10,NV,MORTGAGE,94000,Not Verified,19.11,94000,,22.66,1,15,1994,0,21,8,156968,42762,0,0,NA,0,0,1,1,NA,8,0,0,2,17700,11,5,3,2,95,0,0,credit_card,joint,12000,36,5.32,361.38,A,A1,Feb-2018,Current,whole,DirectPay,10759.06,1436.65,1240.94,195.71,0
direct care aide,1,OH,RENT,17000,Source Verified,22.67,NA,,NA,0,NA,2006,3,11,5,17289,10607,0,1,NA,0,0,1,3,0,5,0,0,2,2900,9,4,3,0,100,0,1,debt_consolidation,individual,2000,36,10.91,65.4,B,B4,Jan-2018,Current,whole,Cash,1759.32,308.47,240.68,67.79,0
chaplain/bereavement,6,CA,MORTGAGE,78000,Source Verified,4.86,NA,,NA,1,7,1999,4,26,8,586203,17050,0,0,NA,0,0,1,4,5,8,0,0,2,24200,16,6,3,3,96,0,0,debt_consolidation,individual,9000,36,7.96,281.87,A,A5,Mar-2018,Current,whole,Cash,8329.06,841.63,670.94,170.69,0
glasser,4,FL,MORTGAGE,40000,Verified,1.56,NA,,NA,1,9,2013,3,9,7,123090,362,0,0,9,0,0,0,4,1,7,0,0,0,3000,7,6,2,1,87.5,0,0,debt_consolidation,individual,8000,36,20,297.31,D,D4,Jan-2018,Current,whole,Cash,7152.33,1477.66,847.67,629.99,0
owner,2,FL,RENT,120000,Not Verified,20.73,NA,,NA,0,NA,1998,0,19,13,159187,68568,0,0,NA,0,0,0,0,NA,13,0,0,6,78600,17,11,8,0,100,0,0,debt_consolidation,individual,10000,36,6.72,307.5,A,A3,Jan-2018,Current,whole,Cash,8728.34,1533.77,1271.66,262.11,0
,NA,NY,RENT,18000,Verified,17.73,NA,,NA,0,NA,2003,2,10,7,8900,5266,0,0,NA,0,0,1,4,4,7,0,0,3,4100,7,6,5,0,100,0,0,debt_consolidation,individual,5100,36,17.09,182.06,D,D1,Feb-2018,Current,fractional,Cash,4652.85,716.13,447.15,268.98,0
personal banker,10,AZ,MORTGAGE,65000,Source Verified,24.15,135000,Source Verified,12.4,0,48,2003,0,20,9,346271,56535,0,0,NA,0,2007,2,1,17,9,0,0,3,13500,13,6,5,1,95,0,0,major_purchase,joint,7000,36,13.59,237.86,C,C2,Feb-2018,Current,whole,Cash,6354.8,946.16,645.2,300.96,0
medical records,8,CT,RENT,33000,Source Verified,2.36,NA,,NA,0,NA,2006,1,16,7,20800,1884,0,0,NA,0,0,0,2,6,7,0,0,1,12000,10,7,1,0,100,0,0,debt_consolidation,individual,4000,36,9.44,128.02,B,B1,Feb-2018,Fully Paid,whole,Cash,0,4084.027049038,4000,84.03,0
forklift driver,7,TN,MORTGAGE,45000,Source Verified,20.59,NA,,NA,0,34,2003,2,34,5,41996,31909,0,0,36,0,0,2,6,3,5,0,0,2,3500,4,3,2,6,91.2,0,0,credit_card,individual,10000,36,9.93,322.35,B,B2,Feb-2018,Current,whole,Cash,9029.64,1275.61,970.36,305.25,0
ceo,10,NY,OWN,400000,Source Verified,2.79,NA,,NA,0,NA,2001,8,11,8,711008,38409,0,0,NA,0,0,0,1,0,8,0,0,4,43000,5,5,4,2,100,0,0,debt_consolidation,individual,40000,36,10.91,1307.85,B,B4,Feb-2018,Current,whole,Cash,36171.45,5207.16,3828.55,1378.61,0
mechanic,10,TX,OWN,60000,Verified,21.6,NA,,NA,0,NA,1992,2,20,9,47831,39268,0,1,NA,0,0,2,8,2,9,NA,0,3,6200,10,7,6,0,100,0,1,credit_card,individual,12800,60,14.08,298.37,C,C3,Jan-2018,Current,fractional,Cash,12041.49,1481.84,758.51,723.33,0
mailman,10,MN,MORTGAGE,63000,Source Verified,20.48,NA,,NA,0,72,2005,1,28,13,223823,81091,0,0,NA,0,0,2,6,1,13,0,0,8,45000,17,10,9,3,96.4,0,0,debt_consolidation,individual,21000,60,18.06,533.95,D,D2,Jan-2018,Current,whole,Cash,19877.21,2648.68,1122.79,1525.89,0
senior clerk,10,FL,OWN,41500,Not Verified,17.96,NA,,NA,0,NA,2010,0,12,9,27270,13660,0,0,NA,0,0,1,3,14,9,0,0,2,4000,8,8,5,0,100,0,0,credit_card,individual,4000,36,10.91,130.79,B,B4,Feb-2018,Current,whole,Cash,3617.12,520.74,382.88,137.86,0
carpenter ,5,CA,MORTGAGE,140000,Verified,19.91,NA,,NA,2,12,2006,7,31,22,134194,51583,0,0,14,0,0,4,10,3,22,0,0,9,43900,22,18,11,0,93.3,0,0,debt_consolidation,individual,24000,60,18.45,615.34,D,D2,Feb-2018,Current,whole,Cash,22991.68,2436.76,1008.32,1428.44,0
teacher ,10,NY,MORTGAGE,139000,Not Verified,13.5,NA,,NA,0,NA,2005,1,15,10,85584,51820,0,1,NA,0,0,3,3,6,10,0,0,5,23500,7,7,7,1,100,0,1,debt_consolidation,individual,12000,36,9.92,386.76,B,B2,Mar-2018,Current,whole,Cash,11130.17,1153.67,869.83,283.84,0
content analyst,0,CA,RENT,45000,Not Verified,27.76,NA,,NA,0,NA,2008,0,16,14,99149,25820,0,0,NA,0,0,1,2,NA,14,0,0,6,55400,15,13,11,0,100,0,0,credit_card,individual,14000,60,7.34,279.47,A,A4,Mar-2018,Current,whole,DirectPay,13414.93,826.99,585.07,241.92,0
production,10,KS,MORTGAGE,64000,Source Verified,20.81,NA,,NA,0,NA,1992,1,29,16,107367,40410,0,0,NA,0,0,2,4,12,16,0,0,6,17100,20,13,7,1,96.6,0,0,debt_consolidation,individual,15000,36,11.99,498.15,B,B5,Feb-2018,Current,whole,Cash,13948.09,1555.91,1051.91,504,0
branch manager,8,NV,MORTGAGE,68095,Verified,2.75,NA,,NA,0,NA,2001,0,22,13,325900,5421,0,0,NA,0,0,0,3,13,13,0,0,3,89100,15,11,4,6,100,0,0,small_business,individual,35175,60,9.44,737.71,B,B1,Jan-2018,Current,whole,Cash,32833.45,3642.43,2341.55,1300.88,0
audit ,8,OK,OWN,82000,Source Verified,26.35,NA,,NA,0,NA,2006,12,23,18,114916,68640,0,1,NA,0,0,6,11,3,18,0,0,6,11400,13,12,6,0,100,0,1,debt_consolidation,individual,18000,36,17.47,645.97,D,D1,Mar-2018,Current,fractional,Cash,16831.39,1902.97,1168.61,734.36,0
law enforcement records tech,0,ID,MORTGAGE,28000,Not Verified,9.22,93000,Not Verified,10.77,0,NA,2008,1,13,4,213310,7097,0,0,NA,0,0,0,1,8,4,0,0,1,2500,4,3,3,1,100,0,0,debt_consolidation,joint,20000,60,9.93,424.26,B,B2,Jan-2018,Current,whole,Cash,18684.9,2170.96,1315.1,855.86,0
assistant manager,10,CA,MORTGAGE,55000,Verified,5.93,NA,,NA,0,26,2000,3,18,6,228900,13452,0,0,48,0,0,0,7,7,6,0,0,2,11800,10,5,4,4,88.9,0,0,debt_consolidation,individual,13000,36,7.35,403.49,A,A4,Mar-2018,Current,whole,DirectPay,12022.44,1205.16,977.56,227.6,0
,NA,AZ,RENT,75000,Verified,32.86,NA,,NA,0,47,2006,4,20,8,176455,64451,0,1,75,0,0,5,3,3,8,0,0,1,6500,5,2,1,3,76.5,0,1,credit_card,individual,7500,36,18.06,271.37,D,D2,Feb-2018,Current,fractional,Cash,6851.56,1070.43,648.44,421.99,0
counselor,2,NM,RENT,48000,Not Verified,30.88,NA,,NA,0,NA,2005,0,27,9,60007,43650,0,0,NA,0,0,7,9,16,9,0,0,2,6300,6,2,2,0,100,0,0,other,individual,1825,36,13.59,62.02,C,C2,Feb-2018,Current,whole,Cash,1699.53,184.68,125.47,59.21,0
tech support specialist,2,FL,OWN,43000,Not Verified,14.23,NA,,NA,0,NA,2011,2,33,29,53661,49538,0,0,NA,0,0,15,14,2,29,0,0,8,6800,16,14,11,0,100,0,0,debt_consolidation,individual,4800,36,7.35,148.98,A,A4,Jan-2018,Current,whole,Cash,4194.73,742.94,605.27,137.67,0
regulatory analyst,10,TX,OWN,54840,Not Verified,23.02,NA,,NA,0,59,2004,5,30,10,67963,39265,0,0,NA,0,510,3,2,0,10,0,0,3,16500,16,7,4,0,96.7,0,0,debt_consolidation,individual,11500,60,11.99,255.76,B,B5,Jan-2018,Current,whole,Cash,10781.51,1271.14,718.49,552.65,0
software developper,3,WA,RENT,112000,Verified,11.2,NA,,NA,0,NA,2013,0,13,11,59000,34143,0,0,NA,0,0,1,2,19,11,0,0,4,32400,11,9,6,0,100,0,0,debt_consolidation,individual,35000,36,12.61,1172.73,C,C1,Mar-2018,Current,whole,Cash,32559.72,3493.67,2440.28,1053.39,0
catering associate,4,MA,RENT,30000,Not Verified,25.92,NA,,NA,0,29,2011,3,24,16,66370,19366,0,0,NA,0,0,1,5,2,16,NA,0,10,48450,23,15,7,0,92,0,0,major_purchase,individual,10000,36,10.41,324.61,B,B3,Mar-2018,Fully Paid,whole,Cash,0,10012.0037500001,10000,12,0
crane operator ,10,FL,MORTGAGE,80000,Verified,18.24,NA,,NA,0,83,2008,1,17,7,234073,50495,0,0,NA,0,0,3,5,2,7,0,0,2,6100,6,3,2,1,94.1,0,0,debt_consolidation,individual,10000,36,16.02,351.67,C,C5,Jan-2018,Current,whole,Cash,8879.63,1749.45,1120.37,629.08,0
supervisor,10,NY,RENT,79000,Source Verified,35.87,NA,,NA,1,14,2001,2,22,15,140555,72169,0,0,NA,0,0,6,7,5,15,0,0,3,19300,11,9,7,0,95.5,0,0,home_improvement,individual,4000,36,10.42,129.86,B,B3,Jan-2018,Current,whole,Cash,3614.51,517.12,385.49,131.63,0
supervisor,10,OH,MORTGAGE,51252,Verified,25.66,96252,Source Verified,23.74,0,57,2002,8,21,6,202342,33666,0,0,57,0,0,3,4,6,6,0,0,2,11900,9,2,2,3,90.5,0,0,debt_consolidation,joint,16500,60,23.88,473.53,E,E2,Jan-2018,Current,whole,Cash,15744.63,2345.76,755.37,1590.39,0
ceo,4,CA,MORTGAGE,60000,Not Verified,3.96,NA,,NA,1,21,1993,3,30,20,331900,10703,0,0,NA,0,0,0,7,5,20,0,0,4,71500,26,19,5,1,90,0,0,other,individual,15000,36,9.44,480.08,B,B1,Jan-2018,Current,whole,Cash,13160.89,2380.73,1839.11,541.62,0
science teacher,10,MN,MORTGAGE,94000,Source Verified,1.81,NA,,NA,1,20,2003,2,25,8,286830,3425,0,0,NA,0,0,0,11,3,8,0,0,4,11000,10,7,4,6,95.8,0,0,home_improvement,individual,25200,36,10.91,823.95,B,B4,Jan-2018,Current,whole,Cash,22171.22,4135.03,3028.78,1106.25,0
teacher,7,SC,MORTGAGE,120000,Not Verified,15.77,NA,,NA,0,NA,1994,0,37,17,341609,52830,0,0,NA,0,406,3,4,16,17,0,0,8,45100,20,13,11,1,100,0,0,debt_consolidation,individual,19000,36,9.43,608.01,B,B1,Mar-2018,Current,whole,Cash,17613.05,1814.08,1386.95,427.13,0
"director, operations finance",7,NH,MORTGAGE,115000,Not Verified,8.68,NA,,NA,0,NA,1995,3,25,16,366585,63000,0,0,NA,0,0,8,4,8,16,0,0,4,76200,9,6,4,1,100,0,0,credit_card,individual,40000,36,9.43,1280.01,B,B1,Mar-2018,Current,whole,Cash,38061.06,2539.06,1938.94,600.12,0
